seg,seg,cj1_cou,cj1_sum,cj1_rat,cj2_cou,cj2_sum,cj2_rat,cj3_cou,cj3_sum,cj3_rat,cj4_cou,cj4_sum,cj4_rat,cj5_cou,cj5_sum,cj5_rat,cj6_cou,cj6_sum,cj6_rat,cj7_cou,cj7_sum,cj7_rat,cj8_cou,cj8_sum,cj8_rat,cj9_cou,cj9_sum,cj9_rat,cj10_cou,cj10_sum,cj10_rat
30,30,569,18077,0.03309878367417189,34,6827,0.08472010225481802,2437,21603,0.274606261678679,1691,25922,0.047603394418418446,2259,37051,0.0678906815454104,1177,25143,0.3581011792855922,1455,14584,0.0268128158788349,632,8443,0.015524986530791622,3578,49596,0.09102137523101289,244,10166,0.018754865823195816
31,31,335,18412,0.03371216490617098,44,6871,0.08526612312770683,315,21918,0.27861038020058726,2119,28041,0.051494745115611126,2450,39501,0.07237995767253937,1077,26220,0.3734404375320458,321,14905,0.02740297728154376,0,8443,0.015524986530791622,3606,53202,0.0976393097233718,305,10471,0.019317548695129194
32,32,669,19081,0.03493709638141693,50,6921,0.08588660139235323,792,22710,0.288677878198528,2107,30148,0.05536405890465548,2555,42056,0.07706163134797388,1016,27236,0.38791089842192217,1736,16641,0.030594628979682636,803,9246,0.017001542753014253,3734,56936,0.10449215703187657,358,10829,0.019978009246447718
33,33,455,19536,0.03577019626368435,36,6957,0.08633334574289862,2071,24781,0.31500336854415334,2173,32321,0.05935457568851565,2762,44818,0.0821226030472107,979,28215,0.4018543838660058,404,17045,0.03133738663293616,0,9246,0.017001542753014253,3905,60841,0.11165883318070118,387,11216,0.020691970792146793
34,34,839,20375,0.03730639582681044,45,7002,0.08689177618108038,343,25124,0.31936340871245344,2519,34840,0.06398048999065267,2870,47688,0.08738146936756178,893,29108,0.4145730074631117,2230,19275,0.03543726179817215,1030,10276,0.018895506524981013,3834,64675,0.11869520612681989,508,11724,0.021629160624744025
35,35,577,20952,0.03836287633685066,61,7063,0.08764875966394897,846,25970,0.3301173270284356,2435,37275,0.0684521459357514,3061,50749,0.09299031599006863,837,29945,0.4264940466017205,482,19757,0.036323423156756796,0,10276,0.018895506524981013,3881,68556,0.12581783612261715,501,12225,0.02255343642421492
36,36,957,21909,0.0401151325727406,43,7106,0.08818237097154487,1707,27677,0.35181583597096694,2551,39826,0.07313682532628397,3200,53949,0.09885386031937993,829,30774,0.4383011451034011,2669,22426,0.041230403791741047,1256,11532,0.021205039046913298,4018,72574,0.13319189624194552,576,12801,0.023616076864325167
37,37,779,22688,0.041541472810732526,52,7158,0.08882766836677711,451,28128,0.3575487167753499,2799,42625,0.07827693415188204,3436,57385,0.10514984104297795,771,31545,0.4492821739873526,620,23046,0.04237027939821922,0,11532,0.021205039046913298,4045,76619,0.14061550828342964,642,13443,0.024800478188198048
38,38,1133,23821,0.04361598306701602,51,7209,0.08946055619671643,759,28887,0.3671967356900431,2837,45462,0.08348682651994983,3461,60846,0.1114916307066487,721,32266,0.45955107389050304,3258,26304,0.04836014185935773,1632,13164,0.02420596028560238,4145,80764,0.14822264596252774,733,14176,0.02615276194271335
39,39,1059,24880,0.045555000155634046,53,7262,0.0901182631572416,1291,30178,0.3836072658861813,2850,48312,0.0887205922051783,3630,64476,0.11814308880521122,642,32908,0.46869481000398794,812,27116,0.0498530112020356,0,13164,0.02420596028560238,4205,84969,0.1559398990241942,795,14971,0.027619427133490516
40,40,1434,26314,0.0481806380263406,70,7332,0.09098693272774655,417,30595,0.3889079561199456,3062,51374,0.09434367660102728,3596,68072,0.1247322467452748,588,33496,0.47706944681820773,3843,30959,0.05691840145315755,2071,15235,0.0280141146271006,4259,89228,0.16375625593017218,936,15907,0.02934621784866967
41,41,1408,27722,0.05075867018948903,78,7410,0.09195487882059492,663,31258,0.3973356722470096,3020,54394,0.09988963181835711,3756,71828,0.13161458190180395,534,34030,0.4846749843331624,989,31948,0.0587366868963945,0,15235,0.0280141146271006,4231,93459,0.17152122565761824,1071,16978,0.03132206491699967
42,42,1802,29524,0.05405811192101847,99,7509,0.09318342578459476,1011,32269,0.4101869859792294,3178,57572,0.10572573965963995,3783,75611,0.13854639071361166,552,34582,0.4925368882812055,4684,36632,0.0673482632524328,2668,17903,0.0329200324364281,4301,97760,0.17941466333139408,1191,18169,0.033519295410352624
43,43,1872,31396,0.05748572286520444,113,7622,0.09458570666269561,473,32742,0.4161995195057774,3484,61056,0.11212378865870522,3863,79474,0.14562478813365215,513,35095,0.4998433316242238,1232,37864,0.0696133063930475,0,17903,0.0329200324364281,4444,102204,0.18757054266695786,1291,19460,0.03590101209122473
44,44,2203,33599,0.061519391086380555,119,7741,0.09606244493255402,581,33323,0.4235848936684081,3355,64411,0.11828494089517594,3966,83440,0.15289191838679236,480,35575,0.5066797698399134,5563,43427,0.07984093219762502,3209,21112,0.03882074092598279,4560,106764,0.19593931174215382,1441,20901,0.038559458053375545
45,45,2413,36012,0.06593756694552626,127,7868,0.09763845972475584,769,34092,0.43336002745681274,3487,67898,0.12468849912127829,3997,87437,0.16021585172562278,488,36063,0.5136301486925312,1529,44956,0.0826520125239236,0,21112,0.03882074092598279,4633,111397,0.20444205453280795,1644,22545,0.041592410976190215
46,46,2882,38894,0.07121447652947067,179,8047,0.09985977191218992,424,34516,0.43874969810217496,3525,71423,0.13116184088985036,4132,91569,0.167787153340846,399,36462,0.5193129379593232,6561,51517,0.09471447035312243,3879,24991,0.04595344526720519,4641,116038,0.2129594793744712,1744,24289,0.04480985008652402
47,47,2958,41852,0.07663054125858505,210,8257,0.10246578062370475,479,34995,0.4448385005529497,3651,75074,0.13786657019397988,4176,95745,0.17543907869059724,390,36852,0.524867544009571,1804,53321,0.09803114066616536,0,24991,0.04595344526720519,4800,120838,0.22176870997994064,1931,26220,0.048372278367518624
48,48,3578,45430,0.08318181901408579,239,8496,0.1054316667287145,642,35637,0.45299927544521984,3666,78740,0.14459884563329484,4315,100060,0.18334570174715298,404,37256,0.5306215461744431,7752,61073,0.11228326276522792,4764,29755,0.05471348741249612,4699,125537,0.23039257969142,1997,28217,0.05205646753227586
49,49,3791,49221,0.09012309737381283,239,8735,0.10839755283372424,408,36045,0.45818556229264384,3771,82511,0.15152394401890767,4303,104363,0.1912303365124738,431,37687,0.5367600979889477,2233,63306,0.11638865345759203,0,29755,0.05471348741249612,4965,130502,0.23950462759895244,2240,30457,0.0561889581327046
50,50,4366,53587,0.09811719426607562,323,9058,0.11240584242333991,465,36510,0.4640964039202227,3857,86368,0.15860697357958353,4381,108744,0.19925789517082154,380,38067,0.5421722782430354,8883,72189,0.13272012928395588,5804,35559,0.06538588132753989,4876,135378,0.24845333768900846,2413,32870,0.060640609837541465
51,51,4712,58299,0.1067448132666121,334,9392,0.1165506372311778,536,37046,0.4709097611511523,3744,90112,0.16548248892186262,4482,113226,0.2074705219470632,312,38379,0.5466159630832337,2725,74914,0.13773006642533173,0,35559,0.06538588132753989,4948,140326,0.25753418623814656,2600,35470,0.06543725071303912
52,52,5566,63865,0.11693609666155821,399,9791,0.12150205378305598,356,37402,0.4754350506552772,4098,94210,0.17300809305451748,4655,117881,0.21600014658860822,339,38718,0.5514441975730644,10226,85140,0.1565306598960507,7009,42568,0.07827402897580692,5047,145373,0.26679672516852243,2771,38241,0.07054936296919449
53,53,5863,69728,0.12767118371591843,413,10204,0.12662720424903515,385,37787,0.48032897329316504,4095,98305,0.18052818796013523,4732,122613,0.22467086276557732,312,39030,0.5558878824132627,3135,88275,0.1622943857449363,0,42568,0.07827402897580692,5144,150517,0.27623728396738384,2879,41120,0.07586072030787055
54,54,6587,76315,0.13973190662689758,485,10689,0.13264584341610514,524,38311,0.48698979267564096,4083,102388,0.18802624595760467,4644,127257,0.23318033147349038,303,39333,0.5602033840369167,11233,99508,0.18294635782166094,8220,50788,0.09338896315596884,5252,155769,0.2858760504548683,3259,44379,0.08187312515911933
55,55,6987,83302,0.1525250250387712,545,11234,0.13940905650075078,366,38677,0.4916421970534772,4397,106785,0.1961009363849554,4979,132236,0.24230363997837817,271,39604,0.5640631231128582,3647,103155,0.1896514003004124,0,50788,0.09338896315596884,5365,161134,0.2957222009128565,3539,47918,0.08840209133542172
56,56,8012,91314,0.1671949069216868,640,11874,0.14735117828822455,395,39072,0.49666323456507644,4227,111012,0.20386343728020478,4976,137212,0.25142145141045724,287,39891,0.5681507434626559,12793,115948,0.21317144648375952,9711,60499,0.11124554780603604,5411,166545,0.3056527731641472,3652,51570,0.09513952690362072
57,57,8439,99753,0.18264662100180717,691,12565,0.15592618790563767,465,39537,0.5025740761926553,4296,115308,0.2117526503973071,5145,142357,0.2608489312774281,264,40155,0.5719107844812853,4157,120105,0.2208141285742914,0,60499,0.11124554780603604,5562,172107,0.31586046912823484,3964,55534,0.10245255937687946
58,58,9401,109154,0.1998597462615787,792,13357,0.16575456361763646,331,39868,0.5067815785125017,4509,119817,0.22003301863404226,5283,147640,0.2705292764936005,280,40435,0.5758987067737709,14327,134432,0.24715444762915068,11348,71847,0.13211224769368538,5751,177858,0.32641502854741294,4152,59686,0.11011242588267417
59,59,9793,118947,0.2177906191122268,836,14193,0.1761289602025241,432,40300,0.5122729410568331,4501,124318,0.22829869559867852,5456,153096,0.2805266195750763,262,40697,0.5796302626331681,4806,139238,0.25599032208839917,0,71847,0.13211224769368538,5736,183594,0.3369420591209489,4434,64120,0.11829254343727286
60,60,10859,129806,0.23767332597275856,910,15103,0.18742166461908838,469,40769,0.5182346286338965,4428,128746,0.23643031470541245,5733,158829,0.2910315257125581,262,40959,0.5833618184925654,15538,154776,0.2845570755939763,13365,85212,0.15668780673478808,5672,189266,0.34735163328641194,4831,68951,0.1272050711563225
61,61,11556,141362,0.25883223199359884,921,16024,0.19885087425387488,381,41150,0.5230777053222998,4771,133517,0.24519182210338616,5728,164557,0.3015272700620253,241,41200,0.5867942801800262,5371,160147,0.29443170766235416,0,85212,0.15668780673478808,6015,195281,0.3583907003888908,5019,73970,0.1364644329079082
62,62,12647,154009,0.28198874674312874,1031,17055,0.21164513607088345,442,41592,0.5286961827403425,4842,138359,0.25408371454123746,5696,170253,0.31196437896819945,255,41455,0.5904261379821113,17244,177391,0.32613495759478894,15276,100488,0.18477731215281162,6046,201327,0.36948666043903006,5406,79376,0.14643775620519292
63,63,12803,166812,0.30543089573800747,1054,18109,0.22472481788962934,473,42065,0.5347087162668904,4792,143151,0.2628837865284708,5960,176213,0.32288523028154176,264,41719,0.5941861790007407,5985,183376,0.3371384342153887,0,100488,0.18477731215281162,6209,207536,0.38088176727847994,5525,84901,0.15663061806562542
64,64,14123,180935,0.3312899498858379,1115,19224,0.23856148319124382,424,42489,0.5400983869122526,5131,148282,0.2723064011708944,6243,182456,0.33432463879650753,264,41983,0.5979462200193699,18556,201932,0.3712538080118547,17370,117858,0.21671726430724136,6142,213678,0.3921539119407286,6151,91052,0.16797836345992775
65,65,14101,195036,0.357108722281119,1204,20428,0.25350259980392886,495,42984,0.5463905731609655,4957,153239,0.2814094806451672,6412,188868,0.3460737157463651,264,42247,0.6017062610379992,6637,208569,0.38345599252829926,0,117858,0.21671726430724136,6320,219998,0.40375273223792996,6314,97366,0.17962682133988628
66,66,15281,210317,0.3850880614040388,1230,21658,0.26876636511423,539,43523,0.5532420648540086,5155,158394,0.29087616910388747,6489,195357,0.35796388423164666,292,42539,0.6058650942858771,19730,228299,0.41972977594090294,20254,138112,0.25396031502317806,6468,226466,0.41562317047880004,6886,104252,0.1923305402124543
67,67,15442,225759,0.4133621897160686,1242,22900,0.2841790452080464,409,43932,0.5584410631888037,5498,163892,0.30097274585384753,6813,202170,0.370447736580271,265,42804,0.6096393778841224,6969,235268,0.43254234545952613,0,138112,0.25396031502317806,6639,233105,0.42780743755998996,6973,111225,0.20519476206816395
68,68,16680,242439,0.44390308210336665,1259,24159,0.29980268791184245,521,44453,0.5650637481091663,5457,169349,0.3109940298343008,6934,209104,0.38315330419884747,291,43095,0.6137839685523843,20825,256093,0.47082929627389375,22775,160887,0.2958389799809868,6640,239745,0.43999353989755596,7662,118887,0.2193300937558805
69,69,16183,258622,0.47353397308080336,1304,25463,0.3159847610538203,578,45031,0.5724109878096836,5432,174781,0.32096940358944503,7053,216157,0.3960769223721701,297,43392,0.6180140146983422,7370,263463,0.4843791079186423,0,160887,0.2958389799809868,6856,246601,0.45257605761236813,7654,126541,0.2334506665485955
70,70,17671,276293,0.5058893753215674,1323,26786,0.3324026159363638,518,45549,0.5789955382679327,5763,180544,0.33155262872768076,7333,223490,0.4095136006743076,278,43670,0.6219734518315957,21495,284958,0.5238978597916234,25008,185895,0.3418236848444283,7071,253672,0.4655531554480503,8599,135140,0.24931463381336638
71,71,17434,293727,0.5378108332280515,1373,28159,0.3494409490835536,527,46076,0.5856944921125221,5879,186423,0.3423488773113503,7468,230958,0.42319764725283787,354,44024,0.6270153250156668,7894,292852,0.5384110501747503,0,185895,0.3418236848444283,6917,260589,0.478247623801807,8635,143775,0.26524501610564416
72,72,18188,311915,0.5711128566537216,1342,29501,0.3660945857066627,613,46689,0.5934866338710293,5851,192274,0.35309370644267374,7617,238575,0.4371547151142017,356,44380,0.63208568335897,21769,314621,0.578433553525433,27266,213161,0.3919603996079679,7211,267800,0.49148165753014866,9397,153172,0.2825811831468178
73,73,17512,329427,0.6031771316828801,1296,30797,0.3821773823262971,608,47297,0.6012152181926808,6131,198405,0.3643527300974582,7761,246336,0.45137564247038453,368,44748,0.6373269526576654,8088,322709,0.593303414662845,0,213161,0.3919603996079679,7294,275094,0.5048680175377099,9325,162497,0.2997845201329776
74,74,17901,347328,0.6359536613366584,1385,32182,0.3993646302570021,634,47931,0.6092743011859818,6455,204860,0.37620675027224765,8095,254431,0.46620857726593923,393,45141,0.6429242864467613,22151,344860,0.6340282284678417,29585,242746,0.4463612910581006,7573,282667,0.5187664140742141,10273,172770,0.31873678617681894
75,75,17360,364688,0.667739626075477,1458,33640,0.4174577764540908,657,48588,0.617625748388819,6351,211211,0.3878697839097515,8125,262556,0.4810964827895812,406,45547,0.6487067737708654,7973,352833,0.6486866610653425,0,242746,0.4463612910581006,7798,290465,0.5330777432953496,10267,183037,0.3376779830494091
76,76,17730,382418,0.700203056652623,1433,35073,0.4352406835188563,710,49298,0.6266509044223264,6539,217750,0.39987806244157925,8223,270779,0.49616395935830837,516,46063,0.6560559448527318,21816,374649,0.6887955743410324,31429,274175,0.5041529292999873,7893,298358,0.5475634218722184,11021,194058,0.35801020577589354
77,77,17017,399435,0.7313609922494246,1584,36657,0.45489743494285395,822,50120,0.6370997470414013,6878,224628,0.4125088836285973,8584,279363,0.5118929170216859,523,46586,0.6635048139919102,7825,382474,0.7031819076002125,0,274175,0.5041529292999873,7971,306329,0.5621922504464261,11060,205118,0.3784143781155105
78,78,16951,416386,0.7623980825885787,1649,38306,0.4753608081108919,799,50919,0.64725622545094,7075,231703,0.42550147739105043,8985,288348,0.5283566500838304,618,47204,0.6723067281946106,21518,403992,0.7427429451811759,32831,307006,0.5645225648314832,8214,314543,0.5772670463200357,12247,217365,0.4010084015009796
79,79,16020,432406,0.7917305223994009,1845,40151,0.49825645607634367,896,51815,0.658645718135479,7667,239370,0.4395812252888212,9177,297525,0.5451721958057334,712,47916,0.6824474448812169,7424,411416,0.7563920363142306,0,307006,0.5645225648314832,8689,323232,0.5932135889723115,11947,229312,0.42304896632389133
80,80,15484,447890,0.8200815522390246,1980,42131,0.5228273953563407,1107,52922,0.672717334655328,7774,247144,0.4538574689509146,9342,306867,0.5622900805321166,819,48735,0.6941121175867373,20159,431575,0.7934545401061555,33308,340314,0.6257693078573753,9043,332275,0.6098098123817407,12928,242240,0.44689934064636583
81,81,14128,462018,0.8459497613306162,2235,44366,0.5505627737860342,862,53784,0.6836746367692483,7925,255069,0.4684110103738745,9452,316319,0.57960952459482,940,49675,0.7075001424257962,6676,438251,0.8057284264752657,0,340314,0.6257693078573753,9157,341432,0.6266152550180497,12828,255068,0.4705652287813211
82,82,13463,475481,0.8706003629019707,2680,47046,0.5838204087710808,1193,54977,0.6988394412030151,8834,263903,0.4846338475890704,9774,326093,0.5975189878056602,1078,50753,0.7228536432518657,18612,456863,0.8399467567781232,33081,373395,0.6865986433335234,9123,350555,0.6433582989375701,14153,269221,0.4966755589009051
83,83,11827,487308,0.892255466874667,2902,49948,0.6198329672511572,1549,56526,0.7185295351409068,8896,272799,0.5009705421630327,10113,336206,0.6160496202438868,1293,52046,0.7412692986953797,6209,463072,0.8513620594242893,0,373395,0.6865986433335234,9482,360037,0.6607601998961244,13477,282698,0.5215387623928597
84,84,11233,498541,0.9128229635285351,3314,53262,0.6609582666319199,1165,57691,0.7333384179282818,9318,282117,0.5180822013402113,10132,346338,0.6346150674765687,1434,53480,0.7616931578647524,16867,479939,0.8823721914476237,31637,405032,0.7447727519293607,9837,369874,0.6788136168682084,15166,297864,0.5495179375920125
85,85,9605,508146,0.9304096104937627,3679,56941,0.7066130573446012,1356,59047,0.750575194803544,10721,292838,0.5377703423617322,10684,357022,0.6541919761060568,1714,55194,0.7861049393266109,5045,484984,0.891647469568079,0,405032,0.7447727519293607,10033,379907,0.6972267440900156,13895,311759,0.575152293347797
86,86,8466,516612,0.9459107612701935,4052,60993,0.7568966159115447,2170,61217,0.7781591223989119,10413,303251,0.5568928694074459,10525,367547,0.6734775398766824,1914,57108,0.8133652367116733,14552,499536,0.9184014531575474,30153,435185,0.800218081653743,10410,390317,0.7163317629656275,15703,327462,0.6041221593739277
87,87,6901,523513,0.9585464146493748,4237,65230,0.8094759440576796,1453,62670,0.7966289135491744,10350,313601,0.5758997026853809,11084,378631,0.6937873915473344,2089,59197,0.8431179855295391,3967,503503,0.9256948185299649,0,435185,0.800218081653743,10884,401201,0.7363066933635294,14519,341981,0.6309077089398317
88,88,6117,529630,0.969746572846803,4167,69397,0.8611866026333097,1327,63997,0.8134970572906736,13365,326966,0.600443309135584,11609,390240,0.7150592309595141,2060,61257,0.8724576995385405,11724,515227,0.9472494985466586,28026,463211,0.8517522842490249,11335,412536,0.7571093243870702,16624,358605,0.6615766927530136
